team_a_id,team_a_code,team_a_name,team_a_name_en,team_b_id,team_b_code,team_b_name,team_b_name_en,all_matches,team_a_wins,draws,team_b_wins,team_a_goals,team_b_goals,competitive_matches,friendly_matches,neutral_matches,team_a_neutral_wins,team_b_neutral_wins,last_match_date,last_match_score,last_5_form_json,last_10_form_json
civ,CIV,科特迪瓦,Cote d'Ivoire,tur,TUR,土耳其,Turkiye,1,0,1,0,1,1,0,1,0,0,0,2009-02-11T00:00:00Z,1-1,"[""D""]","[""D""]"
civ,CIV,科特迪瓦,Cote d'Ivoire,uru,URU,乌拉圭,Uruguay,1,1,0,0,2,1,0,1,1,1,0,2024-03-26T00:00:00Z,2-1,"[""W""]","[""W""]"
civ,CIV,科特迪瓦,Cote d'Ivoire,usa,USA,美国,United States,1,0,0,1,2,5,1,0,1,0,1,1992-10-19T00:00:00Z,5-2,"[""L""]","[""L""]"
civ,CIV,科特迪瓦,Cote d'Ivoire,uzb,UZB,乌兹别克斯坦,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,alg,ALG,阿尔及利亚,Algeria,7,0,4,3,4,9,4,3,5,0,3,2026-01-06T00:00:00Z,1-0,"[""L"",""D"",""D"",""D"",""D""]","[""L"",""D"",""D"",""D"",""D"",""L"",""L""]"
cod,COD,刚果（金）,DR Congo,arg,ARG,阿根廷,Argentina,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,aus,AUS,澳大利亚,Australia,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,aut,AUT,奥地利,Austria,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,bel,BEL,比利时,Belgium,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,bih,BIH,波黑,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,bra,BRA,巴西,Brazil,1,0,0,1,0,3,1,0,1,0,1,1974-06-22T00:00:00Z,0-3,"[""L""]","[""L""]"
cod,COD,刚果（金）,DR Congo,can,CAN,加拿大,Canada,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,civ,CIV,科特迪瓦,Cote d'Ivoire,22,6,5,11,32,38,14,8,9,2,3,2024-02-07T00:00:00Z,1-0,"[""L"",""L"",""D"",""L"",""W""]","[""L"",""L"",""D"",""L"",""W"",""L"",""D"",""W"",""W"",""L""]"
cod,COD,刚果（金）,DR Congo,col,COL,哥伦比亚,Colombia,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,cpv,CPV,佛得角,Cabo Verde,3,1,2,0,3,2,3,0,1,0,0,2015-01-22T00:00:00Z,0-0,"[""D"",""W"",""D""]","[""D"",""W"",""D""]"
cod,COD,刚果（金）,DR Congo,cro,CRO,克罗地亚,Croatia,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,cuw,CUW,库拉索,Curacao,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,cze,CZE,捷克,Czechia,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,ecu,ECU,厄瓜多尔,Ecuador,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,egy,EGY,埃及,Egypt,14,2,4,8,16,28,9,5,4,0,2,2024-01-28T00:00:00Z,1-1,"[""D"",""L"",""D"",""L"",""L""]","[""D"",""L"",""D"",""L"",""L"",""L"",""L"",""D"",""D"",""L""]"
cod,COD,刚果（金）,DR Congo,eng,ENG,英格兰,England,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,esp,ESP,西班牙,Spain,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,fra,FRA,法国,France,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,ger,GER,德国,Germany,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,gha,GHA,加纳,Ghana,21,4,5,12,20,37,16,5,9,2,6,2017-01-29T00:00:00Z,1-2,"[""L"",""D"",""D"",""D"",""L""]","[""L"",""D"",""D"",""D"",""L"",""W"",""W"",""L"",""L"",""D""]"
cod,COD,刚果（金）,DR Congo,hai,HAI,海地,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,irn,IRN,伊朗,IR Iran,1,1,0,0,3,1,1,0,1,1,0,1977-07-29T00:00:00Z,1-3,"[""W""]","[""W""]"
cod,COD,刚果（金）,DR Congo,irq,IRQ,伊拉克,Iraq,2,0,0,2,1,3,0,2,2,0,2,2015-03-31T00:00:00Z,1-0,"[""L"",""L""]","[""L"",""L""]"
cod,COD,刚果（金）,DR Congo,jor,JOR,约旦,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,jpn,JPN,日本,Japan,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,kor,KOR,韩国,Korea Republic,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,ksa,KSA,沙特阿拉伯,Saudi Arabia,1,0,0,1,0,2,0,1,1,0,1,2010-05-21T00:00:00Z,0-2,"[""L""]","[""L""]"
cod,COD,刚果（金）,DR Congo,mar,MAR,摩洛哥,Morocco,16,2,9,5,12,23,13,3,5,1,1,2024-01-21T00:00:00Z,1-1,"[""D"",""L"",""D"",""D"",""W""]","[""D"",""L"",""D"",""D"",""W"",""L"",""L"",""D"",""D"",""D""]"
cod,COD,刚果（金）,DR Congo,mex,MEX,墨西哥,Mexico,1,0,0,1,1,2,0,1,0,0,0,2006-05-12T00:00:00Z,2-1,"[""L""]","[""L""]"
cod,COD,刚果（金）,DR Congo,ned,NED,荷兰,Netherlands,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,nor,NOR,挪威,Norway,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,nzl,NZL,新西兰,New Zealand,1,0,1,0,1,1,0,1,1,0,0,2023-10-13T00:00:00Z,1-1,"[""D""]","[""D""]"
cod,COD,刚果（金）,DR Congo,pan,PAN,巴拿马,Panama,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,par,PAR,巴拉圭,Paraguay,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,por,POR,葡萄牙,Portugal,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,qat,QAT,卡塔尔,Qatar,1,0,1,0,2,2,0,1,1,0,0,2009-10-14T00:00:00Z,2-2,"[""D""]","[""D""]"
cod,COD,刚果（金）,DR Congo,rsa,RSA,南非,South Africa,8,1,2,5,5,9,7,1,4,0,3,2024-02-10T00:00:00Z,0-0,"[""D"",""L"",""D"",""W"",""L""]","[""D"",""L"",""D"",""W"",""L"",""L"",""L"",""L""]"
cod,COD,刚果（金）,DR Congo,sco,SCO,苏格兰,Scotland,1,0,0,1,0,2,1,0,1,0,1,1974-06-14T00:00:00Z,0-2,"[""L""]","[""L""]"
cod,COD,刚果（金）,DR Congo,sen,SEN,塞内加尔,Senegal,14,2,6,6,15,19,9,5,4,1,2,2025-12-27T00:00:00Z,1-1,"[""D"",""L"",""D"",""L"",""L""]","[""D"",""L"",""D"",""L"",""L"",""L"",""D"",""L"",""L"",""D""]"
cod,COD,刚果（金）,DR Congo,sui,SUI,瑞士,Switzerland,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,swe,SWE,瑞典,Sweden,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,tun,TUN,突尼斯,Tunisia,14,3,4,7,13,25,11,3,4,1,1,2021-06-05T00:00:00Z,1-0,"[""L"",""D"",""L"",""D"",""D""]","[""L"",""D"",""L"",""D"",""D"",""L"",""L"",""L"",""L"",""D""]"
cod,COD,刚果（金）,DR Congo,tur,TUR,土耳其,Turkiye,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,uru,URU,乌拉圭,Uruguay,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,usa,USA,美国,United States,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cod,COD,刚果（金）,DR Congo,uzb,UZB,乌兹别克斯坦,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
col,COL,哥伦比亚,Colombia,alg,ALG,阿尔及利亚,Algeria,1,0,0,1,0,3,0,1,0,0,0,2019-10-15T00:00:00Z,3-0,"[""L""]","[""L""]"
col,COL,哥伦比亚,Colombia,arg,ARG,阿根廷,Argentina,43,10,12,21,42,74,37,6,17,3,9,2025-06-10T00:00:00Z,1-1,"[""D"",""W"",""L"",""L"",""D""]","[""D"",""W"",""L"",""L"",""D"",""D"",""W"",""D"",""L"",""L""]"
col,COL,哥伦比亚,Colombia,aus,AUS,澳大利亚,Australia,4,3,1,0,7,2,0,4,2,1,0,2025-11-18T00:00:00Z,3-0,"[""W"",""D"",""W"",""W""]","[""W"",""D"",""W"",""W""]"
col,COL,哥伦比亚,Colombia,aut,AUT,奥地利,Austria,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
col,COL,哥伦比亚,Colombia,bel,BEL,比利时,Belgium,2,1,0,1,2,2,0,2,0,0,0,2013-11-14T00:00:00Z,0-2,"[""W"",""L""]","[""W"",""L""]"
col,COL,哥伦比亚,Colombia,bih,BIH,波黑,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
col,COL,哥伦比亚,Colombia,bra,BRA,巴西,Brazil,38,4,12,22,22,71,30,8,13,2,8,2025-03-20T00:00:00Z,2-1,"[""L"",""D"",""W"",""L"",""D""]","[""L"",""D"",""W"",""L"",""D"",""L"",""D"",""D"",""L"",""L""]"
col,COL,哥伦比亚,Colombia,can,CAN,加拿大,Canada,3,1,1,1,3,2,1,2,2,0,1,2025-10-14T00:00:00Z,0-0,"[""D"",""L"",""W""]","[""D"",""L"",""W""]"
col,COL,哥伦比亚,Colombia,civ,CIV,科特迪瓦,Cote d'Ivoire,1,1,0,0,2,1,1,0,1,1,0,2014-06-19T00:00:00Z,2-1,"[""W""]","[""W""]"
col,COL,哥伦比亚,Colombia,cod,COD,刚果（金）,DR Congo,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
col,COL,哥伦比亚,Colombia,cpv,CPV,佛得角,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
col,COL,哥伦比亚,Colombia,cro,CRO,克罗地亚,Croatia,1,0,0,1,1,2,0,1,1,0,1,2026-03-26T00:00:00Z,1-2,"[""L""]","[""L""]"
col,COL,哥伦比亚,Colombia,cuw,CUW,库拉索,Curacao,1,1,0,0,4,2,1,0,0,0,0,1946-12-09T00:00:00Z,4-2,"[""W""]","[""W""]"
col,COL,哥伦比亚,Colombia,cze,CZE,捷克,Czechia,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
col,COL,哥伦比亚,Colombia,ecu,ECU,厄瓜多尔,Ecuador,50,23,13,14,54,45,36,14,14,9,3,2024-11-19T00:00:00Z,0-1,"[""L"",""D"",""D"",""W"",""L""]","[""L"",""D"",""D"",""W"",""L"",""W"",""W"",""W"",""W"",""L""]"
col,COL,哥伦比亚,Colombia,egy,EGY,埃及,Egypt,2,0,2,0,1,1,0,2,1,0,0,2018-06-01T00:00:00Z,0-0,"[""D"",""D""]","[""D"",""D""]"
col,COL,哥伦比亚,Colombia,eng,ENG,英格兰,England,6,0,3,3,4,11,3,3,3,0,2,2018-07-03T00:00:00Z,1-1,"[""D"",""L"",""L"",""D"",""D""]","[""D"",""L"",""L"",""D"",""D"",""L""]"
col,COL,哥伦比亚,Colombia,esp,ESP,西班牙,Spain,4,1,2,1,4,4,0,4,1,1,0,2024-03-22T00:00:00Z,0-1,"[""W"",""D"",""L"",""D""]","[""W"",""D"",""L"",""D""]"
col,COL,哥伦比亚,Colombia,fra,FRA,法国,France,5,1,0,4,6,10,2,3,2,0,2,2026-03-29T00:00:00Z,1-3,"[""L"",""W"",""L"",""L"",""L""]","[""L"",""W"",""L"",""L"",""L""]"
col,COL,哥伦比亚,Colombia,ger,GER,德国,Germany,5,1,2,2,7,10,1,4,2,0,0,2023-06-20T00:00:00Z,0-2,"[""W"",""L"",""D"",""L"",""D""]","[""W"",""L"",""D"",""L"",""D""]"
col,COL,哥伦比亚,Colombia,gha,GHA,加纳,Ghana,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
col,COL,哥伦比亚,Colombia,hai,HAI,海地,Haiti,4,3,0,1,9,3,0,4,1,1,0,2009-02-11T00:00:00Z,2-0,"[""W"",""W"",""L"",""W""]","[""W"",""W"",""L"",""W""]"
col,COL,哥伦比亚,Colombia,irn,IRN,伊朗,IR Iran,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
col,COL,哥伦比亚,Colombia,irq,IRQ,伊拉克,Iraq,1,1,0,0,1,0,0,1,1,1,0,2023-06-16T00:00:00Z,1-0,"[""W""]","[""W""]"
col,COL,哥伦比亚,Colombia,jor,JOR,约旦,Jordan,1,1,0,0,3,0,0,1,1,1,0,2014-06-06T00:00:00Z,3-0,"[""W""]","[""W""]"
col,COL,哥伦比亚,Colombia,jpn,JPN,日本,Japan,6,4,1,1,9,4,5,1,3,2,1,2023-03-28T00:00:00Z,1-2,"[""W"",""W"",""L"",""W"",""D""]","[""W"",""W"",""L"",""W"",""D"",""W""]"
col,COL,哥伦比亚,Colombia,kor,KOR,韩国,Korea Republic,8,1,3,4,9,14,1,7,3,1,1,2023-03-24T00:00:00Z,2-2,"[""D"",""L"",""L"",""W"",""D""]","[""D"",""L"",""L"",""W"",""D"",""L"",""L"",""D""]"
col,COL,哥伦比亚,Colombia,ksa,KSA,沙特阿拉伯,Saudi Arabia,2,1,1,0,2,1,0,2,1,1,0,2022-06-05T00:00:00Z,0-1,"[""W"",""D""]","[""W"",""D""]"
col,COL,哥伦比亚,Colombia,mar,MAR,摩洛哥,Morocco,1,1,0,0,2,0,0,1,1,1,0,2006-06-04T00:00:00Z,2-0,"[""W""]","[""W""]"
col,COL,哥伦比亚,Colombia,mex,MEX,墨西哥,Mexico,29,10,9,10,31,29,6,23,18,9,4,2025-10-11T00:00:00Z,0-4,"[""W"",""W"",""W"",""W"",""L""]","[""W"",""W"",""W"",""W"",""L"",""W"",""W"",""W"",""D"",""D""]"
col,COL,哥伦比亚,Colombia,ned,NED,荷兰,Netherlands,1,0,1,0,0,0,0,1,0,0,0,2013-11-19T00:00:00Z,0-0,"[""D""]","[""D""]"
col,COL,哥伦比亚,Colombia,nor,NOR,挪威,Norway,1,0,1,0,0,0,0,1,0,0,0,1997-10-08T00:00:00Z,0-0,"[""D""]","[""D""]"
col,COL,哥伦比亚,Colombia,nzl,NZL,新西兰,New Zealand,2,2,0,0,5,2,1,1,2,2,0,2025-11-15T00:00:00Z,2-1,"[""W"",""W""]","[""W"",""W""]"
col,COL,哥伦比亚,Colombia,pan,PAN,巴拿马,Panama,7,5,0,2,20,7,5,2,3,1,2,2024-07-06T00:00:00Z,5-0,"[""W"",""W"",""W"",""L"",""L""]","[""W"",""W"",""W"",""L"",""L"",""W"",""W""]"
col,COL,哥伦比亚,Colombia,par,PAR,巴拉圭,Paraguay,51,23,10,18,62,55,40,11,12,5,5,2025-03-25T00:00:00Z,2-2,"[""D"",""W"",""W"",""W"",""D""]","[""D"",""W"",""W"",""W"",""D"",""D"",""W"",""L"",""W"",""W""]"
col,COL,哥伦比亚,Colombia,por,POR,葡萄牙,Portugal,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
col,COL,哥伦比亚,Colombia,qat,QAT,卡塔尔,Qatar,1,1,0,0,1,0,1,0,1,1,0,2019-06-19T00:00:00Z,1-0,"[""W""]","[""W""]"
col,COL,哥伦比亚,Colombia,rsa,RSA,南非,South Africa,1,0,0,1,1,2,0,1,0,0,0,2010-05-27T00:00:00Z,2-1,"[""L""]","[""L""]"
col,COL,哥伦比亚,Colombia,sco,SCO,苏格兰,Scotland,2,1,1,0,1,0,1,1,1,1,0,1996-05-29T00:00:00Z,1-0,"[""W"",""D""]","[""W"",""D""]"
col,COL,哥伦比亚,Colombia,sen,SEN,塞内加尔,Senegal,3,2,1,0,5,2,1,2,2,1,0,2018-06-28T00:00:00Z,0-1,"[""W"",""D"",""W""]","[""W"",""D"",""W""]"
col,COL,哥伦比亚,Colombia,sui,SUI,瑞士,Switzerland,4,2,1,1,9,6,2,2,3,2,1,2007-03-25T00:00:00Z,3-1,"[""W"",""W"",""L"",""D""]","[""W"",""W"",""L"",""D""]"
col,COL,哥伦比亚,Colombia,swe,SWE,瑞典,Sweden,2,0,2,0,2,2,1,1,1,0,0,1994-02-18T00:00:00Z,0-0,"[""D"",""D""]","[""D"",""D""]"
col,COL,哥伦比亚,Colombia,tun,TUN,突尼斯,Tunisia,2,1,1,0,2,1,1,1,2,1,0,2014-03-05T00:00:00Z,1-1,"[""D"",""W""]","[""D"",""W""]"
col,COL,哥伦比亚,Colombia,tur,TUR,土耳其,Turkiye,1,0,0,1,1,2,1,0,1,0,1,2003-06-28T00:00:00Z,1-2,"[""L""]","[""L""]"
col,COL,哥伦比亚,Colombia,uru,URU,乌拉圭,Uruguay,47,13,13,21,52,67,38,9,13,4,6,2024-11-15T00:00:00Z,3-2,"[""L"",""W"",""D"",""D"",""D""]","[""L"",""W"",""D"",""D"",""D"",""L"",""D"",""L"",""W"",""L""]"
col,COL,哥伦比亚,Colombia,usa,USA,美国,United States,21,13,5,3,31,15,8,13,3,3,0,2024-06-08T00:00:00Z,1-5,"[""W"",""D"",""W"",""W"",""W""]","[""W"",""D"",""W"",""W"",""W"",""W"",""D"",""W"",""L"",""W""]"
col,COL,哥伦比亚,Colombia,uzb,UZB,乌兹别克斯坦,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,alg,ALG,阿尔及利亚,Algeria,6,1,2,3,6,13,4,2,0,0,0,2023-10-12T00:00:00Z,5-1,"[""L"",""W"",""D"",""L"",""L""]","[""L"",""W"",""D"",""L"",""L"",""D""]"
cpv,CPV,佛得角,Cabo Verde,arg,ARG,阿根廷,Argentina,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,aus,AUS,澳大利亚,Australia,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,aut,AUT,奥地利,Austria,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,bel,BEL,比利时,Belgium,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,bih,BIH,波黑,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,bra,BRA,巴西,Brazil,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,can,CAN,加拿大,Canada,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,civ,CIV,科特迪瓦,Cote d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,cod,COD,刚果（金）,DR Congo,3,0,2,1,2,3,3,0,1,0,0,2015-01-22T00:00:00Z,0-0,"[""D"",""L"",""D""]","[""D"",""L"",""D""]"
cpv,CPV,佛得角,Cabo Verde,col,COL,哥伦比亚,Colombia,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,cro,CRO,克罗地亚,Croatia,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,cuw,CUW,库拉索,Curacao,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,cze,CZE,捷克,Czechia,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,ecu,ECU,厄瓜多尔,Ecuador,1,0,0,1,0,1,0,1,1,0,1,2022-06-11T00:00:00Z,1-0,"[""L""]","[""L""]"
cpv,CPV,佛得角,Cabo Verde,egy,EGY,埃及,Egypt,4,0,3,1,4,7,4,0,2,0,0,2025-11-17T00:00:00Z,1-1,"[""D"",""D"",""L"",""D""]","[""D"",""D"",""L"",""D""]"
cpv,CPV,佛得角,Cabo Verde,eng,ENG,英格兰,England,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,esp,ESP,西班牙,Spain,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,fra,FRA,法国,France,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,ger,GER,德国,Germany,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,gha,GHA,加纳,Ghana,5,1,0,4,2,10,4,1,3,1,2,2024-01-14T00:00:00Z,1-2,"[""W"",""L"",""L"",""L"",""L""]","[""W"",""L"",""L"",""L"",""L""]"
cpv,CPV,佛得角,Cabo Verde,hai,HAI,海地,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,irn,IRN,伊朗,IR Iran,1,0,1,0,0,0,1,0,1,0,0,2025-11-13T00:00:00Z,0-0,"[""D""]","[""D""]"
cpv,CPV,佛得角,Cabo Verde,irq,IRQ,伊拉克,Iraq,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,jor,JOR,约旦,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,jpn,JPN,日本,Japan,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,kor,KOR,韩国,Korea Republic,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,ksa,KSA,沙特阿拉伯,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,mar,MAR,摩洛哥,Morocco,4,0,2,2,1,4,3,1,1,0,0,2023-06-12T00:00:00Z,0-0,"[""D"",""L"",""L"",""D""]","[""D"",""L"",""L"",""D""]"
cpv,CPV,佛得角,Cabo Verde,mex,MEX,墨西哥,Mexico,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,ned,NED,荷兰,Netherlands,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,nor,NOR,挪威,Norway,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,nzl,NZL,新西兰,New Zealand,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,pan,PAN,巴拿马,Panama,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,par,PAR,巴拉圭,Paraguay,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,por,POR,葡萄牙,Portugal,3,1,1,1,3,4,0,3,0,0,0,2015-03-31T00:00:00Z,0-2,"[""W"",""D"",""L""]","[""W"",""D"",""L""]"
cpv,CPV,佛得角,Cabo Verde,qat,QAT,卡塔尔,Qatar,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,rsa,RSA,南非,South Africa,6,2,2,2,6,6,6,0,1,0,0,2024-02-03T00:00:00Z,0-0,"[""D"",""W"",""W"",""D"",""L""]","[""D"",""W"",""W"",""D"",""L"",""L""]"
cpv,CPV,佛得角,Cabo Verde,sco,SCO,苏格兰,Scotland,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,sen,SEN,塞内加尔,Senegal,20,2,2,16,8,32,14,6,8,1,7,2022-01-25T00:00:00Z,2-0,"[""L"",""L"",""L"",""L"",""L""]","[""L"",""L"",""L"",""L"",""L"",""L"",""L"",""W"",""D"",""L""]"
cpv,CPV,佛得角,Cabo Verde,sui,SUI,瑞士,Switzerland,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,swe,SWE,瑞典,Sweden,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,tun,TUN,突尼斯,Tunisia,4,0,1,3,2,8,3,1,1,0,0,2024-01-10T00:00:00Z,2-0,"[""L"",""D"",""L"",""L""]","[""L"",""D"",""L"",""L""]"
cpv,CPV,佛得角,Cabo Verde,tur,TUR,土耳其,Turkiye,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,uru,URU,乌拉圭,Uruguay,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,usa,USA,美国,United States,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cpv,CPV,佛得角,Cabo Verde,uzb,UZB,乌兹别克斯坦,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cro,CRO,克罗地亚,Croatia,alg,ALG,阿尔及利亚,Algeria,0,0,0,0,0,0,0,0,0,0,0,,,[],[]
cro,CRO,克罗地亚,Croatia,arg,ARG,阿根廷,Argentina,6,2,1,3,7,8,3,3,5,2,3,2022-12-13T00:00:00Z,3-0,"[""L"",""W"",""L"",""W"",""L""]","[""L"",""W"",""L"",""W"",""L"",""D""]"
cro,CRO,克罗地亚,Croatia,aus,AUS,澳大利亚,Australia,6,2,2,2,11,6,1,5,2,1,0,2014-06-06T00:00:00Z,1-0,"[""W"",""D"",""W"",""D"",""L""]","[""W"",""D"",""W"",""D"",""L"",""L""]"
cro,CRO,克罗地亚,Croatia,aut,AUT,奥地利,Austria,7,6,0,1,12,6,3,4,0,0,0,2022-09-25T00:00:00Z,1-3,"[""W"",""L"",""W"",""W"",""W""]","[""W"",""L"",""W"",""W"",""W"",""W"",""W""]"
cro,CRO,克罗地亚,Croatia,bel,BEL,比利时,Belgium,9,3,3,3,9,6,7,2,1,0,0,2022-12-01T00:00:00Z,0-0,"[""D"",""L"",""L"",""D"",""W""]","[""D"",""L"",""L"",""D"",""W"",""L"",""W"",""W"",""D""]"
cro,CRO,克罗地亚,Croatia,bih,BIH,波黑,Bosnia and Herzegovina,4,4,0,0,14,6,2,2,1,1,0,2007-08-22T00:00:00Z,3-5,"[""W"",""W"",""W"",""W""]","[""W"",""W"",""W"",""W""]"
cro,CRO,克罗地亚,Croatia,bra,BRA,巴西,Brazil,6,0,2,4,4,11,3,3,4,0,3,2026-03-31T00:00:00Z,3-1,"[""L"",""D"",""L"",""L"",""L""]","[""L"",""D"",""L"",""L"",""L"",""D""]"
cro,CRO,克罗地亚,Croatia,can,CAN,加拿大,Canada,1,1,0,0,4,1,1,0,1,1,0,2022-11-27T00:00:00Z,4-1,"[""W""]","[""W""]"
